id,name,type_1,type_2,ability_1,ability_2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,weight_kg,height_m,bst,physical_bulk,special_bulk,atk_spatk_ratio,offensive_stat_sum,defensive_stat_sum,effective_bst,bst_efficiency,speed_tier,cluster_id,assigned_role
798,kartana,grass,steel,beast-boost,,,59,181,131,59,31,109,0.1,0.3,570,7729,1829,3.067796090204052,349,221,511,0.8964912280701754,3,0,Physical Sweeper
799,guzzlord,dark,dragon,beast-boost,,,223,101,53,97,53,43,888.0,5.5,570,11819,11819,1.0412370060580405,241,329,473,0.8298245614035088,0,7,Tank/Wall
800,necrozma,psychic,,prism-armor,,,97,107,101,127,89,79,230.0,2.4,600,9797,8633,0.8425196186992426,313,287,493,0.8216666666666667,1,7,Bulky Offense
801,magearna,fairy,steel,soul-heart,,,80,95,115,130,115,65,80.5,1.0,600,9200,9200,0.7307691745562174,290,310,505,0.8416666666666667,1,7,Bulky Offense
802,marshadow,fighting,ghost,technician,,,90,125,80,90,90,125,22.2,0.7,600,7200,8100,1.3888887345679184,340,260,510,0.85,4,0,Physical Sweeper
803,poipole,poison,,beast-boost,,,67,73,67,73,67,73,1.8,0.6,420,4489,4489,0.9999998630137172,219,201,347,0.8261904761904761,1,1,Support
804,naganadel,dragon,poison,beast-boost,,,73,73,73,127,73,121,150.0,3.6,540,5329,5329,0.5748031043462123,321,219,467,0.8648148148148148,4,0,Special Sweeper
805,stakataka,rock,steel,beast-boost,,,61,131,211,53,101,13,820.0,5.5,570,12871,6161,2.4716976468495004,197,373,517,0.9070175438596492,0,3,Tank/Wall
806,blacephalon,fire,ghost,beast-boost,,,53,127,53,151,79,107,13.0,1.8,570,2809,4187,0.8410595469496989,385,185,443,0.7771929824561403,3,0,Special Sweeper
807,zeraora,electric,,volt-absorb,,,88,112,75,102,80,143,44.5,1.5,600,6600,7040,1.0980391080353815,357,243,498,0.83,4,0,Hybrid Offense
808,meltan,steel,,magnet-pull,,,46,65,65,55,35,34,8.0,0.2,300,2990,1610,1.1818179669421878,154,146,245,0.8166666666666667,0,4,Support
809,melmetal,steel,,iron-fist,,,135,143,143,80,65,34,800.0,2.5,600,19305,8775,1.7874997765625278,257,343,520,0.8666666666666667,0,3,Tank/Wall
810,grookey,grass,,overgrow,grassy-surge,,50,65,50,40,40,65,5.0,0.3,310,2500,2000,1.6249995937501014,170,140,270,0.8709677419354839,1,4,Support
811,thwackey,grass,,overgrow,grassy-surge,,70,85,70,55,60,80,14.0,0.7,420,4900,4200,1.5454542644628608,220,200,365,0.8690476190476191,2,1,Physical Sweeper
812,rillaboom,grass,,overgrow,grassy-surge,,100,125,90,60,70,85,90.0,2.1,530,9000,7000,2.0833329861111687,270,260,470,0.8867924528301887,2,3,Physical Sweeper
813,scorbunny,fire,,blaze,libero,,50,71,40,40,40,69,4.5,0.3,310,2000,2000,1.7749995562501109,180,130,270,0.8709677419354839,1,4,Support
814,raboot,fire,,blaze,libero,,65,86,60,55,60,94,9.0,0.6,420,3900,3900,1.5636360793388946,235,185,365,0.8690476190476191,2,1,Physical Sweeper
815,cinderace,fire,,blaze,libero,,80,116,75,65,75,119,33.0,1.4,530,6000,6000,1.7846151100592138,300,230,465,0.8773584905660378,3,0,Physical Sweeper
816,sobble,water,,torrent,sniper,,50,40,40,70,40,70,4.0,0.3,310,2000,2000,0.57142848979593,180,130,270,0.8709677419354839,1,4,Support
817,drizzile,water,,torrent,sniper,,65,60,55,95,55,90,11.5,0.7,420,3575,3575,0.6315788808864335,245,175,360,0.8571428571428571,2,1,Special Sweeper
818,inteleon,water,,torrent,sniper,,70,85,65,125,65,120,45.2,1.9,530,4550,4550,0.6799999456000043,330,200,445,0.839622641509434,4,0,Special Sweeper
819,skwovet,normal,,cheek-pouch,gluttony,,70,55,55,35,35,25,2.5,0.3,275,3850,2450,1.5714281224491078,115,160,240,0.8727272727272727,0,4,Support
820,greedent,normal,,cheek-pouch,gluttony,,120,95,95,55,75,20,6.0,0.6,460,11400,9000,1.7272724132231976,170,290,405,0.8804347826086957,0,3,Tank/Wall
821,rookidee,flying,,keen-eye,unnerve,big-pecks,38,47,35,33,35,57,1.8,0.2,245,1330,1330,1.4242419926539416,137,108,212,0.8653061224489796,1,4,Support
822,corvisquire,flying,,keen-eye,unnerve,big-pecks,68,67,55,43,55,77,16.0,0.8,365,3740,3740,1.5581391725257736,187,178,322,0.8821917808219178,1,4,Support
823,corviknight,flying,steel,pressure,unnerve,mirror-armor,98,87,105,53,85,67,75.0,2.2,495,10290,8330,1.641509124243561,207,288,442,0.8929292929292929,1,3,Tank/Wall
824,blipbug,bug,,swarm,compound-eyes,telepathy,25,20,20,25,45,45,8.0,0.4,180,500,1125,0.799999680000128,90,90,160,0.8888888888888888,0,4,Support
825,dottler,bug,psychic,swarm,compound-eyes,telepathy,50,35,80,50,90,30,19.5,0.4,335,4000,4500,0.699999860000028,115,220,300,0.8955223880597015,0,4,Support
826,orbeetle,bug,psychic,swarm,frisk,telepathy,60,45,110,80,120,90,40.8,0.4,505,6600,7200,0.5624999296875087,215,290,460,0.9108910891089108,2,7,Special Sweeper
827,nickit,dark,,run-away,unburden,stakeout,40,28,28,47,52,50,8.9,0.6,245,1120,2080,0.5957445540969033,125,120,217,0.8857142857142857,1,4,Support
828,thievul,dark,,run-away,unburden,stakeout,70,58,58,87,92,90,19.9,1.2,455,4060,6440,0.666666590038323,235,220,397,0.8725274725274725,2,1,Special Sweeper
829,gossifleur,grass,,cotton-down,regenerator,effect-spore,40,40,60,40,60,10,2.2,0.4,250,2400,2400,0.9999997500000624,90,160,210,0.84,0,4,Support
830,eldegoss,grass,,cotton-down,regenerator,effect-spore,60,50,90,80,120,60,2.5,0.5,460,5400,7200,0.6249999218750097,190,270,410,0.8913043478260869,1,7,Tank/Wall
831,wooloo,normal,,fluffy,run-away,bulletproof,42,40,55,40,45,48,6.0,0.6,270,2310,1890,0.9999997500000624,128,142,230,0.8518518518518519,0,4,Support
832,dubwool,normal,,fluffy,steadfast,bulletproof,72,80,100,60,90,88,43.0,1.3,490,7200,6480,1.3333331111111482,228,262,430,0.8775510204081632,2,1,Physical Sweeper
833,chewtle,water,,strong-jaw,shell-armor,swift-swim,50,64,50,38,38,44,8.5,0.3,284,2500,1900,1.6842100831026097,146,138,246,0.8661971830985915,0,4,Support
834,drednaw,rock,water,strong-jaw,shell-armor,swift-swim,90,115,90,48,68,74,115.5,1.0,485,8100,6120,2.3958328342014927,237,248,437,0.9010309278350516,1,3,Bulky Offense
835,yamper,electric,,ball-fetch,rattled,,59,45,50,40,50,26,13.5,0.3,270,2950,2950,1.1249997187500702,111,159,230,0.8518518518518519,0,4,Support
836,boltund,electric,,strong-jaw,competitive,,69,90,60,90,60,121,34.0,1.0,490,4140,4140,0.9999998888889012,301,189,400,0.8163265306122449,4,0,Hybrid Offense
837,rolycoly,rock,,steam-engine,heatproof,flash-fire,30,40,50,40,50,30,12.0,0.3,240,1500,1500,0.9999997500000624,110,130,200,0.8333333333333334,0,4,Support
838,carkol,fire,rock,steam-engine,flame-body,flash-fire,80,60,90,60,70,50,78.0,1.1,410,7200,5600,0.9999998333333612,170,240,350,0.8536585365853658,1,7,Tank/Wall
839,coalossal,fire,rock,steam-engine,flame-body,flash-fire,110,80,120,80,90,30,310.5,2.8,510,13200,9900,0.9999998750000156,190,320,430,0.8431372549019608,0,7,Tank/Wall
840,applin,dragon,grass,ripen,gluttony,bulletproof,40,40,80,40,40,20,0.5,0.2,260,3200,1600,0.9999997500000624,100,160,220,0.8461538461538461,0,4,Support
841,flapple,dragon,grass,ripen,gluttony,hustle,70,110,80,95,60,70,1.0,0.3,485,5600,4200,1.1578946149584617,275,210,390,0.8041237113402062,1,1,Support
842,appletun,dragon,grass,ripen,gluttony,thick-fat,110,85,80,100,80,30,13.0,0.4,485,8800,8800,0.8499999150000085,215,270,400,0.8247422680412371,0,7,Tank/Wall
843,silicobra,ground,,sand-spit,shed-skin,sand-veil,52,57,75,35,50,46,7.6,2.2,315,3900,2600,1.6285709632654388,138,177,280,0.8888888888888888,0,4,Support
844,sandaconda,ground,,sand-spit,shed-skin,sand-veil,72,107,125,65,70,71,65.5,3.8,510,9000,5040,1.646153592899447,243,267,445,0.8725490196078431,1,3,Bulky Offense
845,cramorant,flying,water,gulp-missile,,,70,85,55,85,95,85,18.0,0.8,475,3850,6650,0.999999882352955,255,220,390,0.8210526315789474,2,1,Hybrid Offense
846,arrokuda,water,,swift-swim,propeller-tail,,41,63,40,40,30,66,1.0,0.5,280,1640,1230,1.5749996062500984,169,111,240,0.8571428571428571,1,4,Support
847,barraskewda,water,,swift-swim,propeller-tail,,61,123,60,60,50,136,30.0,1.3,490,3660,3050,2.04999965833339,319,171,430,0.8775510204081632,4,0,Physical Sweeper
848,toxel,electric,poison,rattled,static,klutz,40,38,35,54,35,40,11.0,0.4,242,1400,1400,0.7037035733882271,132,110,204,0.8429752066115702,0,4,Support
849,toxtricity-amped,electric,poison,punk-rock,plus,technician,75,98,70,114,70,75,40.0,1.6,502,5250,5250,0.8596490473992063,287,215,404,0.8047808764940239,1,1,Support
850,sizzlipede,bug,fire,flash-fire,white-smoke,flame-body,50,65,45,50,50,45,1.0,0.7,305,2250,2500,1.2999997400000518,160,145,255,0.8360655737704918,0,4,Support
851,centiskorch,bug,fire,flash-fire,white-smoke,flame-body,100,115,65,90,90,65,120.0,3.0,525,6500,9000,1.2777776358024848,270,255,435,0.8285714285714286,1,7,Bulky Offense
852,clobbopus,fighting,,limber,technician,,50,68,60,50,50,32,4.0,0.6,310,3000,2500,1.3599997280000544,150,160,260,0.8387096774193549,0,4,Support
853,grapploct,fighting,,limber,technician,,80,118,90,70,80,42,39.0,1.6,480,7200,6400,1.6857140448979937,230,250,410,0.8541666666666666,0,3,Bulky Offense
854,sinistea,ghost,,weak-armor,cursed-body,,40,45,45,74,54,50,0.2,0.1,308,1800,2160,0.6081080259313478,169,139,263,0.8538961038961039,1,4,Support
855,polteageist,ghost,,weak-armor,cursed-body,,60,65,65,134,114,70,0.4,0.2,508,3900,6840,0.4850745906660753,269,239,443,0.8720472440944882,1,1,Bulky Offense
856,hatenna,psychic,,healer,anticipation,magic-bounce,42,30,45,56,53,39,3.4,0.4,265,1890,2226,0.5357141900510375,125,140,235,0.8867924528301887,0,4,Support
857,hattrem,psychic,,healer,anticipation,magic-bounce,57,40,65,86,73,49,4.8,0.6,370,3705,4161,0.4651162249864854,175,195,330,0.8918918918918919,0,4,Support
858,hatterene,fairy,psychic,healer,anticipation,magic-bounce,57,90,95,136,103,29,5.1,2.1,510,5415,5871,0.661764657223187,255,255,420,0.8235294117647058,0,7,Bulky Offense
859,impidimp,dark,fairy,prankster,frisk,pickpocket,45,45,30,55,40,50,5.5,0.4,265,1350,1800,0.8181816694215146,150,115,220,0.8301886792452831,1,4,Support
860,morgrem,dark,fairy,prankster,frisk,pickpocket,65,60,45,75,55,70,12.5,0.8,370,2925,3575,0.7999998933333475,205,165,310,0.8378378378378378,1,4,Support
861,grimmsnarl,dark,fairy,prankster,frisk,pickpocket,95,120,65,95,75,60,61.0,1.5,510,6175,7125,1.263157761772867,275,235,415,0.8137254901960784,1,7,Bulky Offense
862,obstagoon,dark,normal,reckless,guts,defiant,93,90,101,60,81,95,46.0,1.6,520,9393,7533,1.4999997500000417,245,275,460,0.8846153846153846,2,3,Physical Sweeper
863,perrserker,steel,,battle-armor,tough-claws,steely-spirit,70,110,100,50,60,50,28.0,0.8,440,7000,4200,2.1999995600000877,210,230,390,0.8863636363636364,1,3,Bulky Offense
864,cursola,ghost,,weak-armor,perish-body,,60,95,50,145,130,30,0.4,1.0,510,3000,7800,0.6551723686088021,270,240,415,0.8137254901960784,0,7,Bulky Offense
865,sirfetchd,fighting,,steadfast,scrappy,,62,135,95,68,82,65,117.0,0.8,507,5890,5084,1.9852938256920845,268,239,439,0.8658777120315582,1,3,Bulky Offense
866,mr-rime,ice,psychic,tangled-feet,screen-cleaner,ice-body,80,85,75,110,100,70,58.2,1.5,520,6000,8000,0.7727272024793452,265,255,435,0.8365384615384616,1,7,Bulky Offense
867,runerigus,ghost,ground,wandering-spirit,,,58,95,145,50,105,30,66.6,1.6,483,8410,6090,1.899999620000076,175,308,433,0.8964803312629399,0,3,Tank/Wall
868,milcery,fairy,,sweet-veil,aroma-veil,,45,40,40,50,61,34,0.3,0.2,270,1800,2745,0.799999840000032,124,146,230,0.8518518518518519,0,4,Support
869,alcremie,fairy,,sweet-veil,aroma-veil,,65,60,75,110,121,64,0.5,0.3,495,4875,7865,0.5454544958677731,234,261,435,0.8787878787878788,1,7,Bulky Offense
870,falinks,fighting,,battle-armor,defiant,,65,100,100,70,60,75,62.0,3.0,470,6500,3900,1.428571224489825,245,225,400,0.851063829787234,1,1,Bulky Offense
871,pincurchin,electric,,lightning-rod,electric-surge,,48,101,95,91,85,15,1.0,0.3,435,4560,4080,1.109889987924177,207,228,344,0.7908045977011494,0,1,Bulky Offense
872,snom,bug,ice,shield-dust,ice-scales,,30,25,35,45,30,20,3.8,0.3,185,1050,900,0.5555554320987929,90,95,160,0.8648648648648649,0,4,Support
873,frosmoth,bug,ice,shield-dust,ice-scales,,70,65,60,125,90,65,42.0,1.3,475,4200,6300,0.5199999584000033,255,220,410,0.8631578947368421,1,1,Support
874,stonjourner,rock,,power-spot,,,100,125,135,20,20,70,520.0,2.5,470,13500,2000,6.249996875001562,215,255,450,0.9574468085106383,1,6,Tank/Wall
875,eiscue-ice,ice,,ice-face,,,75,80,110,65,90,50,89.0,1.4,470,8250,6750,1.230769041420147,195,275,405,0.8617021276595744,1,7,Tank/Wall
876,indeedee-male,normal,psychic,inner-focus,synchronize,psychic-surge,60,65,55,105,95,95,28.0,0.9,475,3300,5700,0.6190475600907085,265,210,410,0.8631578947368421,2,1,Special Sweeper
877,morpeko-full-belly,dark,electric,hunger-switch,,,58,95,58,70,58,97,3.0,0.3,436,3364,3364,1.3571426632653338,262,174,366,0.8394495412844036,2,1,Physical Sweeper
878,cufant,steel,,sheer-force,heavy-metal,,72,80,49,40,49,40,100.0,1.2,330,3528,3528,1.999999500000125,160,170,290,0.8787878787878788,0,4,Support
879,copperajah,steel,,sheer-force,heavy-metal,,122,130,69,80,69,30,650.0,3.0,500,8418,8418,1.6249997968750254,240,260,420,0.84,0,7,Bulky Offense
880,dracozolt,dragon,electric,volt-absorb,hustle,sand-rush,90,100,90,80,70,75,190.0,1.8,505,8100,6300,1.2499998437500195,255,250,425,0.8415841584158416,1,7,Bulky Offense
881,arctozolt,electric,ice,volt-absorb,static,slush-rush,90,100,90,90,80,55,150.0,2.3,505,8100,7200,1.1111109876543346,245,260,415,0.8217821782178217,1,7,Bulky Offense
882,dracovish,dragon,water,water-absorb,strong-jaw,sand-rush,90,90,100,70,80,75,215.0,2.3,505,9000,7200,1.2857141020408425,235,270,435,0.8613861386138614,1,7,Bulky Offense
883,arctovish,ice,water,water-absorb,ice-body,slush-rush,90,90,100,80,90,55,175.0,2.0,505,9000,8100,1.1249998593750177,225,280,425,0.8415841584158416,1,7,Tank/Wall
884,duraludon,dragon,steel,light-metal,heavy-metal,stalwart,70,95,115,120,50,85,40.0,1.8,535,8050,3500,0.7916666006944499,300,235,440,0.822429906542056,2,1,Special Sweeper
885,dreepy,dragon,ghost,clear-body,infiltrator,cursed-body,28,60,30,40,30,82,2.0,0.5,270,840,840,1.4999996250000935,182,88,230,0.8518518518518519,2,4,Physical Sweeper
886,drakloak,dragon,ghost,clear-body,infiltrator,cursed-body,68,80,50,60,50,102,11.0,1.4,410,3400,3400,1.3333331111111482,242,168,350,0.8536585365853658,3,1,Physical Sweeper
887,dragapult,dragon,ghost,clear-body,infiltrator,cursed-body,88,120,75,100,75,142,50.0,3.0,600,6600,6600,1.199999880000012,362,238,500,0.8333333333333334,4,0,Physical Sweeper
888,zacian,fairy,,intrepid-sword,,,92,120,115,80,115,138,110.0,2.8,660,10580,10580,1.4999998125000231,338,322,580,0.8787878787878788,4,2,Physical Sweeper
889,zamazenta,fighting,,dauntless-shield,,,92,120,115,80,115,138,210.0,2.9,660,10580,10580,1.4999998125000231,338,322,580,0.8787878787878788,4,2,Physical Sweeper
890,eternatus,dragon,poison,pressure,,,140,85,95,145,95,130,950.0,20.0,690,13300,13300,0.5862068561236651,360,330,605,0.8768115942028986,4,2,Special Sweeper
891,kubfu,fighting,,inner-focus,,,60,90,60,53,50,72,12.0,0.6,385,3600,3000,1.6981128871485118,215,170,332,0.8623376623376623,1,4,Support
892,urshifu-single-strike,dark,fighting,unseen-fist,,,100,130,100,63,60,97,105.0,1.9,550,10000,6000,2.0634917359536926,290,260,487,0.8854545454545455,2,3,Physical Sweeper
893,zarude,dark,grass,leaf-guard,,,105,120,105,70,95,105,70.0,1.8,600,11025,9975,1.71428546938779,295,305,530,0.8833333333333333,3,2,Physical Sweeper
894,regieleki,electric,,transistor,,,80,100,50,100,50,200,145.0,1.2,580,4000,4000,0.99999990000001,400,180,480,0.8275862068965517,4,0,Hybrid Offense
895,regidrago,dragon,,dragons-maw,,,200,100,50,100,50,80,200.0,2.1,580,10000,10000,0.99999990000001,280,300,480,0.8275862068965517,2,2,Hybrid Offense
896,glastrier,ice,,chilling-neigh,,,100,145,130,65,110,30,800.0,2.2,580,13000,11000,2.2307688875740173,240,340,515,0.8879310344827587,0,3,Tank/Wall
897,spectrier,ghost,,grim-neigh,,,100,65,60,145,80,130,44.5,2.0,580,6000,8000,0.4482758311533909,340,240,515,0.8879310344827587,4,0,Special Sweeper
898,calyrex,grass,psychic,unnerve,,,100,80,80,80,80,80,7.7,1.1,500,8000,8000,0.9999998750000156,240,260,420,0.84,2,7,Hybrid Offense
899,wyrdeer,normal,psychic,intimidate,frisk,sap-sipper,103,105,72,105,75,65,95.1,1.8,525,7416,7725,0.9999999047619138,275,250,420,0.8,1,7,Bulky Offense
900,kleavor,bug,rock,swarm,sheer-force,sharpness,70,135,95,45,70,85,89.0,1.8,500,6650,4900,2.999999333333481,265,235,455,0.91,2,3,Physical Sweeper
901,ursaluna,ground,normal,guts,bulletproof,unnerve,130,140,105,45,80,50,290.0,2.4,550,13650,10400,3.11111041975324,235,315,505,0.9181818181818182,1,3,Tank/Wall
902,basculegion-male,ghost,water,swift-swim,adaptability,mold-breaker,120,112,65,80,75,78,110.0,3.0,530,7800,9000,1.3999998250000218,270,260,450,0.8490566037735849,1,7,Bulky Offense
903,sneasler,fighting,poison,pressure,unburden,poison-touch,80,130,60,40,80,120,43.0,1.3,510,4800,6400,3.249999187500203,290,220,470,0.9215686274509804,4,0,Physical Sweeper
904,overqwil,dark,poison,poison-point,swift-swim,intimidate,85,115,95,65,65,85,60.5,2.5,510,8075,5525,1.7692304970414618,265,245,445,0.8725490196078431,2,3,Physical Sweeper
905,enamorus-incarnate,fairy,flying,cute-charm,contrary,,74,115,70,135,80,106,48.0,1.6,580,5180,5920,0.8518517887517193,356,224,465,0.8017241379310345,3,0,Hybrid Offense
906,sprigatito,grass,,overgrow,protean,,40,61,54,45,45,65,4.1,0.4,310,2160,1800,1.3555552543210545,171,139,265,0.8548387096774194,1,4,Support
907,floragato,grass,,overgrow,protean,,61,80,63,60,63,83,12.2,0.9,410,3843,3843,1.3333331111111482,223,187,350,0.8536585365853658,2,1,Physical Sweeper
908,meowscarada,dark,grass,overgrow,protean,,76,110,70,81,70,123,31.2,1.5,530,5320,5320,1.358024523700676,314,216,449,0.8471698113207548,4,0,Physical Sweeper
909,fuecoco,fire,,blaze,unaware,,67,45,59,63,40,36,9.8,0.4,310,3953,2680,0.7142856009070474,144,166,265,0.8548387096774194,0,4,Support
910,crocalor,fire,,blaze,unaware,,81,55,78,90,58,49,30.7,1.0,411,6318,4698,0.6111110432098841,194,217,356,0.8661800486618005,0,7,Support
911,skeledirge,fire,ghost,blaze,unaware,,104,75,100,110,75,66,326.5,1.6,530,10400,7800,0.6818181198347164,251,279,455,0.8584905660377359,1,7,Bulky Offense
912,quaxly,water,,torrent,moxie,,55,65,45,50,45,50,6.1,0.5,310,2475,2475,1.2999997400000518,165,145,260,0.8387096774193549,1,4,Support
913,quaxwell,water,,torrent,moxie,,70,85,65,65,60,65,21.5,1.2,410,4550,4200,1.3076921065089069,215,195,345,0.8414634146341463,1,1,Support
914,quaquaval,fighting,water,torrent,moxie,,85,120,80,85,75,85,61.9,1.8,530,6800,6375,1.411764539792407,290,240,445,0.839622641509434,2,1,Physical Sweeper
915,lechonk,normal,,aroma-veil,gluttony,thick-fat,54,45,40,35,45,35,10.2,0.5,254,2160,2430,1.2857139183674515,115,139,219,0.8622047244094488,0,4,Support
916,oinkologne-male,normal,,lingering-aroma,gluttony,thick-fat,110,100,75,59,80,65,120.0,1.0,489,8250,8800,1.6949149669635648,224,265,430,0.8793456032719836,1,3,Tank/Wall
917,tarountula,bug,,insomnia,stakeout,,35,41,45,29,40,20,4.0,0.3,210,1575,1400,1.4137926159335807,90,120,181,0.861904761904762,0,4,Support
918,spidops,bug,,insomnia,stakeout,,60,79,92,52,86,35,16.5,1.0,404,5520,5160,1.519230477071062,166,238,352,0.8712871287128713,0,7,Tank/Wall
919,nymble,bug,,swarm,tinted-lens,,33,46,40,21,25,45,1.0,0.2,210,1320,825,2.190475147392787,112,98,189,0.9,0,4,Support
920,lokix,bug,dark,swarm,tinted-lens,,71,102,78,52,55,92,17.5,1.0,450,5538,3905,1.961538084319599,246,204,398,0.8844444444444445,2,1,Physical Sweeper
921,pawmi,electric,,static,natural-cure,iron-fist,45,50,20,40,25,60,2.5,0.3,240,900,1125,1.249999687500078,150,90,200,0.8333333333333334,1,4,Support
922,pawmo,electric,fighting,volt-absorb,natural-cure,iron-fist,60,75,40,50,40,85,6.5,0.4,350,2400,2400,1.49999970000006,210,140,300,0.8571428571428571,2,1,Physical Sweeper
923,pawmot,electric,fighting,volt-absorb,natural-cure,iron-fist,70,115,70,70,60,105,41.0,0.9,490,4900,4200,1.6428569081632989,290,200,420,0.8571428571428571,3,0,Physical Sweeper
924,tandemaus,normal,,run-away,pickup,own-tempo,50,50,45,40,45,75,1.8,0.3,305,2250,2250,1.249999687500078,165,140,265,0.8688524590163934,1,4,Support
925,maushold-family-of-four,normal,,friend-guard,cheek-pouch,technician,74,75,70,65,75,111,2.3,0.3,470,5180,5550,1.1538459763313882,251,219,405,0.8617021276595744,3,0,Physical Sweeper
926,fidough,fairy,,own-tempo,klutz,,37,55,70,30,55,65,10.9,0.3,312,2590,2035,1.833332722222426,150,162,282,0.903846153846154,1,4,Support
927,dachsbun,fairy,,well-baked-body,aroma-veil,,57,80,115,50,80,95,14.9,0.5,477,6555,4560,1.599999680000064,225,252,427,0.8951781970649895,2,1,Physical Sweeper
928,smoliv,grass,normal,early-bird,harvest,,41,35,45,58,51,30,6.5,0.3,260,1845,2091,0.6034481718192807,123,137,225,0.8653846153846154,0,4,Support
929,dolliv,grass,normal,early-bird,harvest,,52,53,60,78,78,33,11.9,0.6,354,3120,4056,0.6794870923734496,164,190,301,0.8502824858757062,0,4,Support
930,arboliva,grass,normal,seed-sower,harvest,,78,69,90,125,109,39,48.2,1.4,510,7020,8502,0.5519999558400035,233,277,441,0.8647058823529412,0,7,Tank/Wall
931,squawkabilly-green-plumage,flying,normal,intimidate,hustle,guts,82,96,51,45,51,92,2.4,0.6,417,4182,4182,2.1333328592593643,233,184,372,0.8920863309352518,2,1,Physical Sweeper
